NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
DETECTION OF OTHER ORGANISM%GOBP%GO:0098543	19		Rejected!	
CELLULAR RESPONSE TO IONIZING RADIATION%GOBP%GO:0071479	54	51		
INNER MEDULLARY COLLECTING DUCT DEVELOPMENT%GOBP%GO:0072061	2		Rejected!	
SYNAPTIC VESICLE BUDDING%GOBP%GO:0070142	10		Rejected!	
UBIQUITIN-DEPENDENT ENDOCYTOSIS%GOBP%GO:0070086	4		Rejected!	
D-AMINO ACID METABOLIC PROCESS%GOBP%GO:0046416	4		Rejected!	
CARNOSINE METABOLIC PROCESS%GOBP%GO:0035498	2		Rejected!	
NEGATIVE REGULATION OF MIRNA TRANSCRIPTION%GOBP%GO:1902894	25	23		
VIRAL EXOCYTOSIS%GOBP%GO:0046754	1		Rejected!	
MITOTIC RECOMBINATION%GOBP%GO:0006312	18	16		
DETECTION OF LIGHT STIMULUS INVOLVED IN SENSORY PERCEPTION%GOBP%GO:0050962	14		Rejected!	
POSITIVE REGULATION OF CALCIUM ION TRANSMEMBRANE TRANSPORT VIA HIGH VOLTAGE-GATED CALCIUM CHANNEL%GOBP%GO:1904879	1		Rejected!	
DICHOTOMOUS SUBDIVISION OF AN EPITHELIAL TERMINAL UNIT%GOBP%GO:0060600	3		Rejected!	
REGULATION OF NITRIC OXIDE BIOSYNTHETIC PROCESS%GOBP%GO:0045428	43	34		
NEGATIVE REGULATION OF MYELINATION%GOBP%GO:0031642	4		Rejected!	
TELOMERE-TELOMERASE COMPLEX ASSEMBLY%GOBP%GO:1905324	1		Rejected!	
EXOCYST LOCALIZATION%GOBP%GO:0051601	4		Rejected!	
REGULATION OF DEVELOPMENT, HETEROCHRONIC%GOBP%GO:0040034	1		Rejected!	
PROTEIN PALMITOLEYLATION%GOBP%GO:0045234	1		Rejected!	
PROTEIN SECRETION BY PLATELET%GOBP%GO:0070560	1		Rejected!	
REGULATION OF PHOSPHATIDYLINOSITOL BIOSYNTHETIC PROCESS%GOBP%GO:0010511	5		Rejected!	
RRNA IMPORT INTO MITOCHONDRION%GOBP%GO:0035928	3		Rejected!	
NEGATIVE REGULATION OF CENTRIOLE-CENTRIOLE COHESION%GOBP%GO:1903126	1		Rejected!	
ENDONUCLEOLYTIC CLEAVAGE TO GENERATE MATURE 5'-END OF SSU-RRNA FROM (SSU-RRNA, 5.8S RRNA, LSU-RRNA)%GOBP%GO:0000472	5		Rejected!	
REGULATION OF ENDOCYTOSIS%GOBP%GO:0030100	234	169		
NEGATIVE REGULATION OF PROTEIN KINASE C SIGNALING%GOBP%GO:0090038	1		Rejected!	
TRNA RE-EXPORT FROM NUCLEUS%GOBP%GO:0071528	1		Rejected!	
PROTEIN PHOSPHORYLATION%GOBP%GO:0006468	321		Rejected!	
NEGATIVE REGULATION OF 3'-UTR-MEDIATED MRNA STABILIZATION%GOBP%GO:1905869	3		Rejected!	
POSITIVE REGULATION OF GRANULOCYTE MACROPHAGE COLONY-STIMULATING FACTOR PRODUCTION%GOBP%GO:0032725	13		Rejected!	
REGULATION OF HOMOTYPIC CELL-CELL ADHESION%GOBP%GO:0034110	35	26		
REGULATION OF BRAIN-DERIVED NEUROTROPHIC FACTOR RECEPTOR SIGNALING PATHWAY%GOBP%GO:0031548	2		Rejected!	
EXTRACTION OF MISLOCALIZED PROTEIN FROM MITOCHONDRIAL OUTER MEMBRANE%GOBP%GO:0140570	1		Rejected!	
DITP CATABOLIC PROCESS%GOBP%GO:0035863	1		Rejected!	
NEGATIVE REGULATION OF CHEMOKINE PRODUCTION%GOBP%GO:0032682	17		Rejected!	
REGULATION OF HEPATOCYTE DIFFERENTIATION%GOBP%GO:0070366	1		Rejected!	
POSITIVE REGULATION OF RESPONSE TO FOOD%GOBP%GO:0032097	3		Rejected!	
G PROTEIN-COUPLED RECEPTOR SIGNALING PATHWAY, COUPLED TO CYCLIC NUCLEOTIDE SECOND MESSENGER%GOBP%GO:0007187	56		Rejected!	
OTIC PLACODE FORMATION%GOBP%GO:0043049	1		Rejected!	
REGULATION OF HYDROLASE ACTIVITY%GOBP%GO:0051336	169	136		
POSITIVE REGULATION OF PHOSPHATE METABOLIC PROCESS%GOBP%GO:0045937	277		Rejected!	
POSITIVE REGULATION OF COMPLEMENT ACTIVATION%GOBP%GO:0045917	5		Rejected!	
POSITIVE REGULATION OF B CELL PROLIFERATION%GOBP%GO:0030890	30	17		
REGULATION OF T-HELPER 1 CELL ACTIVATION%GOBP%GO:2000517	1		Rejected!	
EMBRYONIC EYE MORPHOGENESIS%GOBP%GO:0048048	20	15		
POSITIVE REGULATION OF MACROAUTOPHAGY%GOBP%GO:0016239	85	79		
EPINEPHRINE TRANSPORT%GOBP%GO:0048241	5		Rejected!	
L-AMINO ACID TRANSPORT%GOBP%GO:0015807	54	40		
GUANINE TRANSMEMBRANE TRANSPORT%GOBP%GO:1903716	3		Rejected!	
BREXANOLONE METABOLIC PROCESS%GOBP%GO:0062173	2		Rejected!	
CELLULAR RESPONSE TO GLUCOSE STIMULUS%GOBP%GO:0071333	38	28		
POSITIVE REGULATION OF BLOOD PRESSURE%GOBP%GO:0045777	14		Rejected!	
POSITIVE REGULATION OF EXCITATORY POSTSYNAPTIC POTENTIAL%GOBP%GO:2000463	23		Rejected!	
POSITIVE REGULATION OF STEROID BIOSYNTHETIC PROCESS%GOBP%GO:0010893	23	16		
REGULATION OF MYELOID LEUKOCYTE DIFFERENTIATION%GOBP%GO:0002761	93	59		
NEGATIVE REGULATION OF DENDRITIC SPINE MAINTENANCE%GOBP%GO:1902951	3		Rejected!	
REGULATION OF G PROTEIN-COUPLED RECEPTOR INTERNALIZATION%GOBP%GO:1904020	5		Rejected!	
SPHINGOID METABOLIC PROCESS%GOBP%GO:0046519	23	19		
NEUROTRANSMITTER UPTAKE%GOBP%GO:0001504	24		Rejected!	
MONOSACCHARIDE TRANSMEMBRANE TRANSPORT%GOBP%GO:0015749	33	20		
NEGATIVE REGULATION OF PROTEIN MATURATION%GOBP%GO:1903318	17		Rejected!	
SOMATIC DIVERSIFICATION OF IMMUNE RECEPTORS%GOBP%GO:0002200	38	32		
C-X-C CHEMOKINE RECEPTOR CXCR4 SIGNALING PATHWAY%GOBP%GO:0038159	6		Rejected!	
REGULATION OF SCF-DEPENDENT PROTEASOMAL UBIQUITIN-DEPENDENT PROTEIN CATABOLIC PROCESS%GOBP%GO:0062025	4		Rejected!	
RETINA DEVELOPMENT IN CAMERA-TYPE EYE%GOBP%GO:0060041	68	38		
FEMALE SEX DIFFERENTIATION%GOBP%GO:0046660	41	27		
POSITIVE REGULATION OF COLLAGEN CATABOLIC PROCESS%GOBP%GO:0120158	1		Rejected!	
REGULATION OF T CELL DIFFERENTIATION IN THYMUS%GOBP%GO:0033081	15		Rejected!	
STIMULATORY KILLER CELL IMMUNOGLOBULIN-LIKE RECEPTOR SIGNALING PATHWAY%GOBP%GO:0002222	2		Rejected!	
POSITIVE REGULATION OF IMMUNE EFFECTOR PROCESS%GOBP%GO:0002699	202	116		
NEGATIVE REGULATION OF NOREPINEPHRINE SECRETION%GOBP%GO:0010700	3		Rejected!	
POSITIVE REGULATION OF MYELOID LEUKOCYTE DIFFERENTIATION%GOBP%GO:0002763	48	26		
NEGATIVE REGULATION OF EPITHELIUM REGENERATION%GOBP%GO:1905042	1		Rejected!	
MEMBRANE DISASSEMBLY%GOBP%GO:0030397	12		Rejected!	
POLY(A)+ MRNA EXPORT FROM NUCLEUS%GOBP%GO:0016973	24	18		
GASTRIC INHIBITORY PEPTIDE SIGNALING PATHWAY%GOBP%GO:0038192	2		Rejected!	
POSITIVE REGULATION OF TRANSPORT ACROSS BLOOD-BRAIN BARRIER%GOBP%GO:0150201	1		Rejected!	
5-PHOSPHORIBOSE 1-DIPHOSPHATE BIOSYNTHETIC PROCESS%GOBP%GO:0006015	5		Rejected!	
NEGATIVE REGULATION OF AMNIOTIC STEM CELL DIFFERENTIATION%GOBP%GO:2000798	1		Rejected!	
POSITIVE REGULATION OF NEUTROPHIL DEGRANULATION%GOBP%GO:0043315	3		Rejected!	
COBALT ION TRANSPORT%GOBP%GO:0006824	3		Rejected!	
CEREBELLAR CORTEX FORMATION%GOBP%GO:0021697	11		Rejected!	
CD4-POSITIVE, ALPHA-BETA T CELL ACTIVATION%GOBP%GO:0035710	40	22		
MITOTIC SPINDLE CHECKPOINT SIGNALING%GOBP%GO:0071174	27	26		
PRODUCTION OF MOLECULAR MEDIATOR OF IMMUNE RESPONSE%GOBP%GO:0002440	36	28		
RNA CAPPING%GOBP%GO:0036260	14		Rejected!	
NEGATIVE REGULATION OF SYNAPTIC TRANSMISSION, DOPAMINERGIC%GOBP%GO:0032227	3		Rejected!	
NEGATIVE REGULATION OF CYCLIN-DEPENDENT PROTEIN KINASE ACTIVITY%GOBP%GO:1904030	8		Rejected!	
EOSINOPHIL MIGRATION%GOBP%GO:0072677	20		Rejected!	
REGULATION OF PEPTIDASE ACTIVITY%GOBP%GO:0052547	22		Rejected!	
REGULATION OF MELANIN BIOSYNTHETIC PROCESS%GOBP%GO:0048021	13		Rejected!	
PROTEIN K6-LINKED DEUBIQUITINATION%GOBP%GO:0044313	3		Rejected!	
PROTEIN HEXAMERIZATION%GOBP%GO:0034214	12		Rejected!	
REGULATION OF CELL MORPHOGENESIS%GOBP%GO:0022604	186	156		
REGULATION OF VASCULAR ENDOTHELIAL GROWTH FACTOR RECEPTOR SIGNALING PATHWAY%GOBP%GO:0030947	26	21		
REGULATION OF NK T CELL PROLIFERATION%GOBP%GO:0051140	7		Rejected!	
POSITIVE REGULATION OF CELLULAR DEFENSE RESPONSE%GOBP%GO:0010186	1		Rejected!	
MICROGLIA DEVELOPMENT%GOBP%GO:0014005	3		Rejected!	
PROSTANOID BIOSYNTHETIC PROCESS%GOBP%GO:0046457	17	16		
ANTIGEN PROCESSING AND PRESENTATION OF ENDOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS IB VIA ER PATHWAY%GOBP%GO:0002488	1		Rejected!	
REGULATION OF ANTIGEN PROCESSING AND PRESENTATION OF PEPTIDE ANTIGEN VIA MHC CLASS II%GOBP%GO:0002586	4		Rejected!	
MATURE NATURAL KILLER CELL CHEMOTAXIS%GOBP%GO:0035782	1		Rejected!	
GROWTH INVOLVED IN HEART MORPHOGENESIS%GOBP%GO:0003241	3		Rejected!	
CELLULAR RESPONSE TO NICOTINE%GOBP%GO:0071316	5		Rejected!	
PROTEIN NUCLEOTIDYLATION%GOBP%GO:0018175	2		Rejected!	
MESODERM MORPHOGENESIS%GOBP%GO:0048332	30	21		
DNA REPLICATION, SYNTHESIS OF PRIMER%GOBP%GO:0006269	5		Rejected!	
ENDOTHELIAL CELL FATE SPECIFICATION%GOBP%GO:0060847	3		Rejected!	
POSITIVE REGULATION OF AMYLOID FIBRIL FORMATION%GOBP%GO:1905908	5		Rejected!	
POSITIVE REGULATION OF MYELOID DENDRITIC CELL ACTIVATION%GOBP%GO:0030887	2		Rejected!	
KYNURENINE METABOLIC PROCESS%GOBP%GO:0070189	9		Rejected!	
REGULATION OF CALCIUM ION IMPORT INTO SARCOPLASMIC RETICULUM%GOBP%GO:1902080	5		Rejected!	
ACTIN-MEDIATED CELL CONTRACTION%GOBP%GO:0070252	73	54		
POSITIVE REGULATION OF T-HELPER 2 CELL CYTOKINE PRODUCTION%GOBP%GO:2000553	8		Rejected!	
RESPONSE TO TYPE III INTERFERON%GOBP%GO:0034342	12		Rejected!	
GLIAL CELL DIFFERENTIATION%GOBP%GO:0010001	85	63		
POSITIVE REGULATION OF SUPEROXIDE ANION GENERATION%GOBP%GO:0032930	15		Rejected!	
PROTEIN LINEAR DEUBIQUITINATION%GOBP%GO:1990108	3		Rejected!	
REGULATION OF TRANSFORMING GROWTH FACTOR BETA RECEPTOR SIGNALING PATHWAY%GOBP%GO:0017015	121	107		
CELL MIGRATION IN HINDBRAIN%GOBP%GO:0021535	7		Rejected!	
NOR-SPERMIDINE METABOLIC PROCESS%GOBP%GO:0046204	1		Rejected!	
BRANCHING INVOLVED IN SALIVARY GLAND MORPHOGENESIS%GOBP%GO:0060445	1		Rejected!	
PURINE RIBONUCLEOSIDE CATABOLIC PROCESS%GOBP%GO:0046130	6		Rejected!	
REGULATION OF RNA METABOLIC PROCESS%GOBP%GO:0051252	3235		Rejected!	
HEME A METABOLIC PROCESS%GOBP%GO:0046160	2		Rejected!	
PROTEIN LOCALIZATION TO MITOCHONDRION%GOBP%GO:0070585	66	61		
POSITIVE REGULATION OF ALKALINE PHOSPHATASE ACTIVITY%GOBP%GO:0010694	1		Rejected!	
FOLLICULAR B CELL DIFFERENTIATION%GOBP%GO:0002316	1		Rejected!	
SPLICEOSOMAL CONFORMATIONAL CHANGES TO GENERATE CATALYTIC CONFORMATION%GOBP%GO:0000393	4		Rejected!	
NEGATIVE REGULATION OF DNA BIOSYNTHETIC PROCESS%GOBP%GO:2000279	25	23		
WNT SIGNALING PATHWAY%GOBP%GO:0016055	105	91		
REGULATION OF RESPONSE TO DNA INTEGRITY CHECKPOINT SIGNALING%GOBP%GO:1902151	1		Rejected!	
POLYOL TRANSMEMBRANE TRANSPORT%GOBP%GO:0015791	10		Rejected!	
NEGATIVE REGULATION OF GLIAL CELL APOPTOTIC PROCESS%GOBP%GO:0034351	8		Rejected!	
GLUCAGON PROCESSING%GOBP%GO:0120116	1		Rejected!	
REGULATION OF NLRP3 INFLAMMASOME COMPLEX ASSEMBLY%GOBP%GO:1900225	45	35		
REGULATION OF T CELL EXTRAVASATION%GOBP%GO:2000407	3		Rejected!	
BASOLATERAL PROTEIN SECRETION%GOBP%GO:0110010	4		Rejected!	
CELL MORPHOGENESIS%GOBP%GO:0000902	447		Rejected!	
METANEPHRIC TUBULE MORPHOGENESIS%GOBP%GO:0072173	5		Rejected!	
ENDOTHELIAL CELL APOPTOTIC PROCESS%GOBP%GO:0072577	5		Rejected!	
CELL FATE COMMITMENT%GOBP%GO:0045165	146	88		
REGULATION OF PROTEIN IMPORT%GOBP%GO:1904589	2		Rejected!	
NEGATIVE REGULATION OF PHOSPHATIDYLCHOLINE METABOLIC PROCESS%GOBP%GO:0150174	1		Rejected!	
CELL PROJECTION ASSEMBLY%GOBP%GO:0030031	385		Rejected!	
PROTEIN-CONTAINING COMPLEX LOCALIZATION TO CENTRIOLAR SATELLITE%GOBP%GO:0140706	2		Rejected!	
PREVENTION OF POLYSPERMY%GOBP%GO:0060468	7		Rejected!	
REGULATION OF DERMATOME DEVELOPMENT%GOBP%GO:0061183	4		Rejected!	
POSITIVE REGULATION OF SYNAPTIC TRANSMISSION, CHOLINERGIC%GOBP%GO:0032224	2		Rejected!	
REGULATION OF LIPID BIOSYNTHETIC PROCESS%GOBP%GO:0046890	152	110		
THIRD VENTRICLE DEVELOPMENT%GOBP%GO:0021678	3		Rejected!	
PHOSPHATIDYLSERINE METABOLIC PROCESS%GOBP%GO:0006658	21	16		
GLOMERULAR BASEMENT MEMBRANE DEVELOPMENT%GOBP%GO:0032836	8		Rejected!	
NEGATIVE REGULATION OF CYTOPLASMIC MRNA PROCESSING BODY ASSEMBLY%GOBP%GO:0010607	1		Rejected!	
CELLULAR RESPONSE TO JASMONIC ACID STIMULUS%GOBP%GO:0071395	4		Rejected!	
ATRIAL CARDIAC MUSCLE TISSUE DEVELOPMENT%GOBP%GO:0003228	16		Rejected!	
CYTOPLASMIC MICROTUBULE ORGANIZATION%GOBP%GO:0031122	57	53		
POSITIVE REGULATION OF CALCIUM-DEPENDENT ATPASE ACTIVITY%GOBP%GO:1903612	1		Rejected!	
SYMBIONT-MEDIATED DISRUPTION OF HOST ANATOMICAL STRUCTURE%GOBP%GO:0052111	4		Rejected!	
NEGATIVE REGULATION OF GLYCOPROTEIN BIOSYNTHETIC PROCESS%GOBP%GO:0010561	11		Rejected!	
MYELOID PROGENITOR CELL DIFFERENTIATION%GOBP%GO:0002318	2		Rejected!	
ADHESION OF SYMBIONT TO HOST CELL%GOBP%GO:0044650	10		Rejected!	
B-1 B CELL DIFFERENTIATION%GOBP%GO:0001923	1		Rejected!	
TELOMERE TETHERING AT NUCLEAR PERIPHERY%GOBP%GO:0034398	4		Rejected!	
REGULATION OF LIPID LOCALIZATION%GOBP%GO:1905952	120	80		
RNA POLYMERASE III PREINITIATION COMPLEX ASSEMBLY%GOBP%GO:0070898	1		Rejected!	
REGULATION OF SYNAPSE STRUCTURE OR ACTIVITY%GOBP%GO:0050803	158	112		
CELLULAR RESPONSE TO CELL-MATRIX ADHESION%GOBP%GO:0071460	2		Rejected!	
REGULATION OF T-HELPER 17 CELL LINEAGE COMMITMENT%GOBP%GO:2000328	14		Rejected!	
MIRNA CATABOLIC PROCESS%GOBP%GO:0010587	11		Rejected!	
NEGATIVE REGULATION OF MITOTIC DNA DAMAGE CHECKPOINT%GOBP%GO:1904290	1		Rejected!	
GOLGI TRANSPORT VESICLE COATING%GOBP%GO:0048200	6		Rejected!	
PROTEIN LOCALIZATION TO MAST CELL SECRETORY GRANULE%GOBP%GO:0033367	1		Rejected!	
REVERSE CHOLESTEROL TRANSPORT%GOBP%GO:0043691	17		Rejected!	
REGULATION OF TOLL-LIKE RECEPTOR SIGNALING PATHWAY%GOBP%GO:0034121	28	21		
REGULATION OF SYNAPTIC VESICLE PRIMING%GOBP%GO:0010807	6		Rejected!	
POSITIVE REGULATION OF PODOCYTE APOPTOTIC PROCESS%GOBP%GO:1904635	2		Rejected!	
REGULATION OF CLATHRIN COAT ASSEMBLY%GOBP%GO:1905443	2		Rejected!	
NEGATIVE REGULATION OF EPITHELIAL CELL DIFFERENTIATION INVOLVED IN KIDNEY DEVELOPMENT%GOBP%GO:2000697	3		Rejected!	
REGULATION OF STEROL TRANSPORT%GOBP%GO:0032371	51	37		
ESTABLISHMENT OF VESICLE LOCALIZATION%GOBP%GO:0051650	151	138		
L-SERINE METABOLIC PROCESS%GOBP%GO:0006563	12		Rejected!	
CELLULAR RESPONSE TO BACTERIAL LIPOPEPTIDE%GOBP%GO:0071221	7		Rejected!	
NEGATIVE REGULATION OF COMPLEMENT-DEPENDENT CYTOTOXICITY%GOBP%GO:1903660	5		Rejected!	
PROTEIN AUTOUBIQUITINATION%GOBP%GO:0051865	65	60		
REGULATION OF GLYCOGEN (STARCH) SYNTHASE ACTIVITY%GOBP%GO:2000465	4		Rejected!	
LACTATE TRANSMEMBRANE TRANSPORT%GOBP%GO:0035873	4		Rejected!	
NEGATIVE REGULATION OF THE FORCE OF HEART CONTRACTION%GOBP%GO:0098736	1		Rejected!	
NEGATIVE REGULATION OF CYTOKINE PRODUCTION%GOBP%GO:0001818	239	162		
REGULATION OF OXIDATIVE PHOSPHORYLATION%GOBP%GO:0002082	19	15		
NEGATIVE REGULATION OF RHO PROTEIN SIGNAL TRANSDUCTION%GOBP%GO:0035024	17	17		
REGULATION OF COMPLEMENT ACTIVATION, CLASSICAL PATHWAY%GOBP%GO:0030450	7		Rejected!	
BRANCHED-CHAIN AMINO ACID BIOSYNTHETIC PROCESS%GOBP%GO:0009082	3		Rejected!	
RIBOSOMAL LARGE SUBUNIT ASSEMBLY%GOBP%GO:0000027	25	24		
POSITIVE REGULATION OF DENDRITIC CELL DENDRITE ASSEMBLY%GOBP%GO:2000549	1		Rejected!	
BEHAVIORAL RESPONSE TO PAIN%GOBP%GO:0048266	5		Rejected!	
STRIATED MUSCLE CELL DEVELOPMENT%GOBP%GO:0055002	91	80		
NUCLEAR-TRANSCRIBED MRNA CATABOLIC PROCESS, NON-STOP DECAY%GOBP%GO:0070481	3		Rejected!	
9-CIS-RETINOIC ACID BIOSYNTHETIC PROCESS%GOBP%GO:0042904	1		Rejected!	
NUCLEOSIDE BISPHOSPHATE BIOSYNTHETIC PROCESS%GOBP%GO:0033866	2		Rejected!	
NEGATIVE REGULATION OF FERTILIZATION%GOBP%GO:0060467	7		Rejected!	
BILE ACID SECRETION%GOBP%GO:0032782	5		Rejected!	
NEGATIVE REGULATION OF SUPRAMOLECULAR FIBER ORGANIZATION%GOBP%GO:1902904	116	102		
NEGATIVE REGULATION OF CELL DEVELOPMENT%GOBP%GO:0010721	153	106		
HYPOTHALAMUS GONADOTROPHIN-RELEASING HORMONE NEURON DIFFERENTIATION%GOBP%GO:0021886	2		Rejected!	
NEURONAL DENSE CORE VESICLE EXOCYTOSIS%GOBP%GO:0099011	5		Rejected!	
VIRAL LIFE CYCLE%GOBP%GO:0019058	109	95		
HEART PROCESS%GOBP%GO:0003015	85	62		
POSITIVE REGULATION OF MONOATOMIC ANION TRANSPORT%GOBP%GO:1903793	1		Rejected!	
REGULATION OF ESTABLISHMENT OF ENDOTHELIAL BARRIER%GOBP%GO:1903140	16		Rejected!	
POSITIVE REGULATION OF NEUROTROPHIN TRK RECEPTOR SIGNALING PATHWAY%GOBP%GO:0051388	1		Rejected!	
REGULATION OF MEIOTIC CELL CYCLE PHASE TRANSITION%GOBP%GO:1901993	12		Rejected!	
MITOCHONDRIAL ELECTRON TRANSPORT, NADH TO UBIQUINONE%GOBP%GO:0006120	42	41		
RESPONSE TO ODORANT%GOBP%GO:1990834	3		Rejected!	
POSITIVE REGULATION OF TYPE IV HYPERSENSITIVITY%GOBP%GO:0001809	1		Rejected!	
SYNAPTIC VESICLE BUDDING FROM PRESYNAPTIC ENDOCYTIC ZONE MEMBRANE%GOBP%GO:0016185	10		Rejected!	
REGULATION OF MICROVILLUS LENGTH%GOBP%GO:0032532	4		Rejected!	
MONOCARBOXYLIC ACID BIOSYNTHETIC PROCESS%GOBP%GO:0072330	136	96		
REGULATION OF INOSITOL 1,4,5-TRISPHOSPHATE-SENSITIVE CALCIUM-RELEASE CHANNEL ACTIVITY%GOBP%GO:0031585	2		Rejected!	
SKELETAL MUSCLE ACETYLCHOLINE-GATED CHANNEL CLUSTERING%GOBP%GO:0071340	3		Rejected!	
ACTIN FILAMENT DEBRANCHING%GOBP%GO:0071846	2		Rejected!	
REGULATION OF CHEMOKINE (C-X-C MOTIF) LIGAND 1 PRODUCTION%GOBP%GO:2000338	4		Rejected!	
GLYOXYLATE METABOLIC PROCESS%GOBP%GO:0046487	6		Rejected!	
THORAX AND ANTERIOR ABDOMEN DETERMINATION%GOBP%GO:0007356	5		Rejected!	
NEGATIVE REGULATION OF RECEPTOR SIGNALING PATHWAY VIA JAK-STAT%GOBP%GO:0046426	17	15		
PROTEIN K63-LINKED UBIQUITINATION%GOBP%GO:0070534	61	57		
ORGANIC ACID METABOLIC PROCESS%GOBP%GO:0006082	677		Rejected!	
U1 SNRNA 3'-END PROCESSING%GOBP%GO:0034473	3		Rejected!	
NEGATIVE REGULATION OF METAPHASE/ANAPHASE TRANSITION OF MEIOTIC CELL CYCLE%GOBP%GO:1902103	3		Rejected!	
CALCIUM-DEPENDENT CELL-CELL ADHESION VIA PLASMA MEMBRANE CELL ADHESION MOLECULES%GOBP%GO:0016339	43	30		
POSITIVE REGULATION OF CIRCADIAN SLEEP/WAKE CYCLE, WAKEFULNESS%GOBP%GO:0010841	2		Rejected!	
AUTOPHAGY OF PEROXISOME%GOBP%GO:0030242	16	16		
POSITIVE REGULATION OF WNT SIGNALING PATHWAY%GOBP%GO:0030177	115	96		
CARBOHYDRATE IMPORT ACROSS PLASMA MEMBRANE%GOBP%GO:0098704	7		Rejected!	
ANTIGEN PROCESSING AND PRESENTATION OF PEPTIDE ANTIGEN VIA MHC CLASS II%GOBP%GO:0002495	30		Rejected!	
CELLULAR RESPONSE TO GONADOTROPIN STIMULUS%GOBP%GO:0071371	7		Rejected!	
XENOBIOTIC METABOLIC PROCESS%GOBP%GO:0006805	125	59		
NEGATIVE REGULATION OF DNA-TEMPLATED TRANSCRIPTION%GOBP%GO:0045892	1021		Rejected!	
MITOCHONDRIAL TRYPTOPHANYL-TRNA AMINOACYLATION%GOBP%GO:0070183	1		Rejected!	
FATTY ACID DERIVATIVE CATABOLIC PROCESS%GOBP%GO:1901569	14		Rejected!	
NEGATIVE REGULATION OF FLAGELLATED SPERM MOTILITY%GOBP%GO:1901318	2		Rejected!	
REPLACEMENT OSSIFICATION%GOBP%GO:0036075	9		Rejected!	
REGULATION OF L-TRYPTOPHAN METABOLIC PROCESS%GOBP%GO:0090357	1		Rejected!	
VIRAL BUDDING VIA HOST ESCRT COMPLEX%GOBP%GO:0039702	21	20		
TONGUE DEVELOPMENT%GOBP%GO:0043586	8		Rejected!	
VITAMIN D METABOLIC PROCESS%GOBP%GO:0042359	14		Rejected!	
TELOMERE MAINTENANCE VIA RECOMBINATION%GOBP%GO:0000722	11		Rejected!	
LIPOPROTEIN PARTICLE MEDIATED SIGNALING%GOBP%GO:0055095	3		Rejected!	
POSITIVE REGULATION OF MITOTIC CYTOKINETIC PROCESS%GOBP%GO:1903438	7		Rejected!	
PURINE NUCLEOSIDE MONOPHOSPHATE CATABOLIC PROCESS%GOBP%GO:0009128	7		Rejected!	
COPII-COATED VESICLE BUDDING%GOBP%GO:0090114	39	38		
SOMATIC DIVERSIFICATION OF IMMUNOGLOBULINS%GOBP%GO:0016445	33	28		
PUTAMEN DEVELOPMENT%GOBP%GO:0021758	1		Rejected!	
NEGATIVE REGULATION OF AMINO ACID BIOSYNTHETIC PROCESS%GOBP%GO:2000283	1		Rejected!	
NEGATIVE REGULATION OF LEUKOCYTE ACTIVATION%GOBP%GO:0002695	141	79		
POSITIVE REGULATION OF T CELL DIFFERENTIATION IN THYMUS%GOBP%GO:0033089	6		Rejected!	
NEGATIVE REGULATION OF LYSOSOME ORGANIZATION%GOBP%GO:1905672	3		Rejected!	
BLOOD VESSEL ENDOTHELIAL CELL PROLIFERATION INVOLVED IN SPROUTING ANGIOGENESIS%GOBP%GO:0002043	6		Rejected!	
NEGATIVE REGULATION OF TYPE B PANCREATIC CELL DEVELOPMENT%GOBP%GO:2000077	2		Rejected!	
ACYLGLYCEROL CATABOLIC PROCESS%GOBP%GO:0046464	29	16		
ESTABLISHMENT OR MAINTENANCE OF TRANSMEMBRANE ELECTROCHEMICAL GRADIENT%GOBP%GO:0010248	5		Rejected!	
TOR SIGNALING%GOBP%GO:0031929	35	33		
HEART DEVELOPMENT%GOBP%GO:0007507	323		Rejected!	
STRESS-ACTIVATED PROTEIN KINASE SIGNALING CASCADE%GOBP%GO:0031098	18	18		
REGULATION OF POSTSYNAPTIC MEMBRANE POTENTIAL%GOBP%GO:0060078	27		Rejected!	
MONOACYLGLYCEROL METABOLIC PROCESS%GOBP%GO:0046462	14		Rejected!	
NEURONAL-GLIAL INTERACTION INVOLVED IN CEREBRAL CORTEX RADIAL GLIA GUIDED MIGRATION%GOBP%GO:0021812	1		Rejected!	
MYELOID LEUKOCYTE MIGRATION%GOBP%GO:0097529	97	38		
BASAL DENDRITE DEVELOPMENT%GOBP%GO:0150018	3		Rejected!	
MITOCHONDRIAL TRNA PROCESSING%GOBP%GO:0090646	17	17		
MONOCYTE EXTRAVASATION%GOBP%GO:0035696	5		Rejected!	
REGULATION OF PROTEIN METABOLIC PROCESS%GOBP%GO:0051246	1256		Rejected!	
POSITIVE REGULATION OF TETRAPYRROLE METABOLIC PROCESS%GOBP%GO:1901403	3		Rejected!	
SYNAPTIC TRANSMISSION, DOPAMINERGIC%GOBP%GO:0001963	8		Rejected!	
NEGATIVE REGULATION OF CYTOPLASMIC PATTERN RECOGNITION RECEPTOR SIGNALING PATHWAY%GOBP%GO:0039532	60	48		
UDP-GLUCOSE TRANSMEMBRANE TRANSPORT%GOBP%GO:0015786	2		Rejected!	
HIGH-DENSITY LIPOPROTEIN PARTICLE ASSEMBLY%GOBP%GO:0034380	10		Rejected!	
ADENINE NUCLEOTIDE TRANSPORT%GOBP%GO:0051503	30	24		
