"__mclCluster","EnrichmentMap::-log10(pvalue) (A2_enrichment)","EnrichmentMap::-log10(pvalue)*sign(NES) (A2_enrichment)","EnrichmentMap::-log10(pvalue)_max","EnrichmentMap::Colouring (A2_enrichment)","EnrichmentMap::Dataset_Chart","EnrichmentMap::ES (A2_enrichment)","EnrichmentMap::fdr_qvalue (A2_enrichment)","EnrichmentMap::fwer_qvalue (A2_enrichment)","EnrichmentMap::Genes","EnrichmentMap::GS_DESCR","EnrichmentMap::gs_size","EnrichmentMap::GS_Type","EnrichmentMap::Name","EnrichmentMap::NES (A2_enrichment)","EnrichmentMap::pvalue (A2_enrichment)","name","selected","shared name"
"6","2.886056647693163","2.886056647693163","2.886056647693163","1.0","1","0.5645","0.0273","0.992","ASMT|AANAT|GGT6|PDHB|MLYCD|HAGH|CYP4F22|ACLY|GGTLC2|GGT1|ACSL1|ACSL5|TLCD3B|NANS|ABCA8|ST8SIA6|GCDH|ST8SIA2|ST8SIA3|SLC25A15|PDHA2|PDHA1|FASN|PDHX|HSD17B12|CERT1|MECR|ACSL6|SLC25A2|ELOVL5|ELOVL3|ST6GALNAC6|CLN8|B3GALT4|COASY|AGK|PPCDC|PANK4|PANK2|SMPD1|PANK3|PANK1|FH|PPCS|DCAKD|VAPA|SGMS2|MGST2|CARNS1|ACSS1|DEGS1|PM20D1|GNE|GGT2P|HTD2|DIP2A|ELOVL1|ACSL4|ELOVL7|ACSL3|ALOXE3|ACSF3|ACSBG1|PPT2|SMPD2|PPT1|ACSBG2|HACD1|GGTA1|TECR|ACACA|HACD2|GCLC|CBR4|ST6GALNAC3|ST6GALNAC4|ST3GAL1|ST3GAL2|NANP|SGMS1|ASAH2|SMPD4|ALOX12B|B4GALT5|SPTSSA|CERS3|GGTLC1|CERS4|GGTLC3|CERS5|ST8SIA4|CERS6|ST3GAL5|FA2H|CERS1|CERS2|DLD|SAMD8|SPTLC3|B4GALT4|UGT8|OSBP|DLAT|SPTSSB|SPTLC1|SPTLC2|SLC27A2|ASS1|KDSR|DEGS2|ELOVL6|B4GALT6|PNPLA1|GAL3ST1|CPS1|NAGS|GBA1|OTC|PAM|ACOT7|ACAT1|UGCG|ASAH1|GCLM|B4GALNT1|ST6GALNAC5|B4GALT3|ACSS2|GGT5|GGT7|GGT3P|ELOVL2","amide biosynthetic process","132","ENR","AMIDE BIOSYNTHETIC PROCESS%GOBP%GO:0043604","1.8795","0.0","AMIDE BIOSYNTHETIC PROCESS%GOBP%GO:0043604","false","AMIDE BIOSYNTHETIC PROCESS%GOBP%GO:0043604"
"4","2.886056647693163","2.886056647693163","2.886056647693163","1.0","1","0.7121","0.0039","0.186","SIK1|UBR4|ABCA2|GFI1|INSIG1|FGF19|DCAF5|BRCA1|APOC3|NFKB1|BMP5|PDGFB|FBXW7|WDTC1|GPER1|APOC1|KIF12|TMX1|ERLIN2|COP1|APOE|FANCD2OS|TRIB3|CHLSN|PIBF1|CEACAM1|ACADVL|PDGFA|SCAP|ACADL|REST|ANGPTL4|ORMDL1|DKKL1|SIRT1|WNT4|SNAI2|PRKAA1|ORMDL2|ERLIN1|ORMDL3|PRMT3|DKK3|BMP2|PROX1|AKR1C3|MARCHF6|NR0B1|ASXL3|SNAI1|KLHL25|SPHK1","negative regulation of lipid biosynthetic process","52","ENR","NEGATIVE REGULATION OF LIPID BIOSYNTHETIC PROCESS%GOBP%GO:0051055","2.0731","0.0","NEGATIVE REGULATION OF LIPID BIOSYNTHETIC PROCESS%GOBP%GO:0051055","false","NEGATIVE REGULATION OF LIPID BIOSYNTHETIC PROCESS%GOBP%GO:0051055"
"5","2.886056647693163","2.886056647693163","2.886056647693163","0.9987","1","0.5502","0.0451","1.0","PNLIPRP3|CYP46A1|CYP27A1|ACSM3|ACMSD|GSTM2|CYP2E1|DHRS9|LIPG|SCD|CTHRC1|MLYCD|ELOVL4|ACOT8|ACLY|SLC27A5|GSTM4|ACOX2|CYP39A1|SCP2|AMACR|DAGLB|ALOX15|ABCD3|SDS|ABCD1|CYP7B1|GAMT|SCD5|AKR1D1|GATM|CYP7A1|OSBPL7|OSBPL6|HSD3B7|OSBPL3|OSBPL2|PNPLA8|ACSM1|CYP2C8|FASN|HSD17B12|OSBPL9|CYP1A1|PTGES2|CYP8B1|PLA2G4A|LIAS|ALDH1A3|FADS3|ELOVL5|ELOVL3|ACSM2B|PTGS1|PTGIS|ALOX5|DECR2|GSTP1|LTC4S|HSD17B10|ACSM5|ALOX15B|ACSM4|DEGS1|THNSL2|PER2|ACSM2A|ALOX12|MIF|PTGDS|CBR1|AKR1C3|PRXL2B|TBXAS1|ACACB|OSBPL1A|HACD4|HTD2|ELOVL1|OLAH|FADS1|GSTM1|ELOVL7|TECRL|ALOXE3|VDAC1|ACSF3|OXSM|ACSBG1|ACSBG2|HACD1|TECR|HACD3|ACACA|HACD2|HSD17B8|BAAT|ALDH1A2|PLA2G1B|GPX4|CD74|CBR4|ABHD1|PNLIP|CYP2C9|CYP3A4|ASAH2|ABHD3|CYP2D6|ALOX12B|ABCB11|AKR1C4|HOGA1|PTGS2|CYP1A2|OSBP|SLC27A2|PTGES|ELOVL6|ME3|ABHD2|LIPC|LDHAL6B|ACOT7|MCAT|XBP1|ACSM6|PARK7|FADS2|PTGES3|SRR|PNLIPRP1|PNLIPRP2|LPL|NDUFAB1|ELOVL2","monocarboxylic acid biosynthetic process","136","ENR","MONOCARBOXYLIC ACID BIOSYNTHETIC PROCESS%GOBP%GO:0072330","1.819","0.0013","MONOCARBOXYLIC ACID BIOSYNTHETIC PROCESS%GOBP%GO:0072330","false","MONOCARBOXYLIC ACID BIOSYNTHETIC PROCESS%GOBP%GO:0072330"
,"2.0969100130080562","2.0969100130080562","2.0969100130080562","0.992","1","0.7577","0.024","0.982","LRP6|ABCA2|TGFBR1|INSIG1|CES1|RORA|CCL3|RORC|MLC1|TGFB1|SMAD2|GRAMD1B|TGFBR2|SMO|CCR5|CYP7A1|OSBPL7|DYNAP|GRAMD1C|GRAMD1A|GPR155|GPLD1|PTCH1|INSIG2|PMVK","response to sterol","25","ENR","RESPONSE TO STEROL%GOBP%GO:0036314","1.8925","0.008","RESPONSE TO STEROL%GOBP%GO:0036314","false","RESPONSE TO STEROL%GOBP%GO:0036314"
,"2.795880017344075","2.795880017344075","2.795880017344075","0.9984","1","0.7176","0.0362","0.999","HSPA1L|HSPA14|HSPA1B|HSPA9|FKBP1A|HSPA13|HSPA6|CRYAA|SDF2L1|CRYAB|HSP90AA1|HSPD1|HSPA7|HSPA8|HSPA2|DNAJA1|HSPA5|HSPB1|FKBP1B|DNAJA2|SDF2|HSPB6|HSPA1A|HSPB2|DNAJB2","protein refolding","25","ENR","PROTEIN REFOLDING%GOBP%GO:0042026","1.8449","0.0016","PROTEIN REFOLDING%GOBP%GO:0042026","false","PROTEIN REFOLDING%GOBP%GO:0042026"
"15","2.5228787452803374","2.5228787452803374","2.5228787452803374","0.997","1","0.6824","0.0453","1.0","NCOR1|PPARA|PPARD|VEGFA|TGFB1|BMP4|PDGFB|SOX9|HIF1A|ZNF512B|RARA|SMAD3|POU5F1|ESR1|TNF|RELA|SRF|LILRB4|NFIB|NFATC4|NFATC3|TWIST1|PPARG|NCOR2|REST","negative regulation of miRNA transcription","25","ENR","NEGATIVE REGULATION OF MIRNA TRANSCRIPTION%GOBP%GO:1902894","1.8161","0.003","NEGATIVE REGULATION OF MIRNA TRANSCRIPTION%GOBP%GO:1902894","false","NEGATIVE REGULATION OF MIRNA TRANSCRIPTION%GOBP%GO:1902894"
,"2.886056647693163","2.886056647693163","2.886056647693163","1.0","1","0.7707","0.0039","0.166","RELB|IRAK1|TRAF6|HACD3|TLR8|NFKB1|RIPK1|NFKB2|NFKBIA|CHUK|NOD2|TLR9|REL|ERC1|CARD11|TLR7|TBK1|BIRC3|EP300|ADAM8|PRDX4|MAP3K7|IKBKB|RELA|IRAK2|BCL3|TRIM8|RIPK2|BIRC2|IKBKG|TRADD|NLRC3","canonical NF-kappaB signal transduction","32","ENR","CANONICAL NF-KAPPAB SIGNAL TRANSDUCTION%GOBP%GO:0007249","2.0799","0.0","CANONICAL NF-KAPPAB SIGNAL TRANSDUCTION%GOBP%GO:0007249","false","CANONICAL NF-KAPPAB SIGNAL TRANSDUCTION%GOBP%GO:0007249"
,"2.886056647693163","-2.886056647693163","2.886056647693163","-1.0","1","-0.5152","0.0299","0.824","NME3|NME4|POLD3|POLR1A|RRM2B|POLR1C|POLR1D|UMPS|POLR2L|PRIM1|NT5M|CMPK1|ENTPD1|ENTPD3|TYMS|POLD4|POLR2A|POLR2C|POLR2D|POLR2G|POLR2H|POLR2I|DPYD|POLR2J|POLR2K|POLD2|POLR3G|CDA|UPRT|POLR2B|POLR1F|DUT|POLR3C|RRM2|ENPP1|RRM1|POLE4|CMPK2|UCK1|POLA2|POLE3|UCK2|POLR3A|POLR3B|POLR3F|POLR3H|POLR2J3|PNPT1|POLR2J2|POLR3K|POLE|HEL74|PRIM2|DTYMK|DPYS|POLE2|POLR3GL|POLA1|NME2|NME6|NME7|ZNRD1|TK1|ENPP3|DHODH|CTPS2|CTPS1|POLR3D|CAD|TYMP|DCTD|DCTPP1","Pyrimidine metabolism","72","ENR","PYRIMIDINE METABOLISM%WIKIPATHWAYS_20250810%WP4022%HOMO SAPIENS","-1.8763","0.0","PYRIMIDINE METABOLISM%WIKIPATHWAYS_20250810%WP4022%HOMO SAPIENS","false","PYRIMIDINE METABOLISM%WIKIPATHWAYS_20250810%WP4022%HOMO SAPIENS"
"15","2.886056647693163","2.886056647693163","2.886056647693163","1.0","1","0.6415","0.016","0.887","TEAD1|APLN|FOS|NGFR|EGFR|EGR1|MYCN|ETS1|VEGFA|FOSL1|FGF2|BMP4|PDGFB|STAT3|HIF1A|RARA|FOXA1|POU5F1|RELA|KLF4|LILRB4|NFIB|PAX6|NFATC3|TWIST1|TP53|GATA3|PRL|SPI1|MYB|REST|IL6|MRTFA|AGT|IL10|SREBF1|NCOR1|PPARA|POU2F1|PPARD|GATA2|WT1|TERT|JUN|TGFB1|MRTFB|NOTCH2|SOX9|AR|ZNF512B|FOXO3|NOTCH3|SMAD3|TNF|ESR1|ATOH8|SRF|MYC|NFATC4|NR3C1|PPARG|SMARCA4|GNL3|NCOR2|TGFB2","regulation of miRNA transcription","65","ENR","REGULATION OF MIRNA TRANSCRIPTION%GOBP%GO:1902893","1.9365","0.0","REGULATION OF MIRNA TRANSCRIPTION%GOBP%GO:1902893","false","REGULATION OF MIRNA TRANSCRIPTION%GOBP%GO:1902893"
,"2.886056647693163","2.886056647693163","2.886056647693163","1.0","1","0.5447","0.0284","0.994","SCARB1|MT1E|GPC1|MT2A|ENO3|TES|RORA|KIF5A|HEL-S-162EP|IGFBP1|JMJD6|TPST2|VEGFA|BCAN|PPP1R3C|ILVBL|PKP1|ADFP|LXN|FOXO3A|PRDX5|LARGE|LYZG|PCK1|B4GALNT2|PPARGC1A|KLHL24|SRPX|NCAN|HEXA|ANXA2|HEL-S-134P|PYGM|BRS3|AKAP12|CSRP2|STBD1|ENO2|ATP7A|EDN2|GAA|DDIT3|AMPD3|CTGF|FBP1|DDIT4|TMEM45A|CHST3|S100A4|KDM3A|DGIC|NOCT|HAS1|PIM1|ATF3|GCNT2|VHL|MAP3K1|PKLR|CAVIN3|GCK|HS3ST1|KLF7|NAGK|INHA|ADM|LOX|HMOX1|TPD52|SDC4|CP|JUN|PFKP|MAFF|ERO1A|HEL-S-278|HEL-S-75|ZNF292|ENO1|HEL-S-89N|DPYSL4|PDK3|MIF|SAP30|CDKN1A|BNIP3L|RRAGD|BTG1|KDELR3|F3|ZFP36|CDKN1C|SDC2|SDC3|STC1|AK4|CXCR4|STC2|FOS|BHLHB2|ANKZF1|EGFR|TIPARP|HEL-S-133P|PPP1R15A|B3GALT6|ISG20|FOSL2|EXT1|EFNA3|EFNA1|P4HA1|P4HA2|XPNPEP1|CA12|CITED2|SLC2A3|VLDLR|HK2|CDKN1B|GYS1|CASP6|PGM2|SLC37A4|PGAM2|HEL-S-68P|HEL-S-19|ADORA2B|IL6|CCN5|SLC25A1|NFIL3|ANGPTL4|ALDOB|TGFBI|SULT2B1|PNRC1|HEL-S-87P|KLF6|GLRX|TNFAIP3|ACKR3|MXI1|GPC3|GPC4|CYR61|TPBG|HEL-S-49|ERRFI1|PLAUR|SIAH2|RBPJ|DCN|CAVIN1|BCL2|NR3C1|PFKL|CCNG2|PRKCA|MYH9","HALLMARK_HYPOXIA","160","ENR","HALLMARK_HYPOXIA%MSIGDBHALLMARK%HALLMARK_HYPOXIA","1.8746","0.0","HALLMARK_HYPOXIA%MSIGDBHALLMARK%HALLMARK_HYPOXIA","false","HALLMARK_HYPOXIA%MSIGDBHALLMARK%HALLMARK_HYPOXIA"
"16","2.886056647693163","2.886056647693163","2.886056647693163","1.0","1","0.6894","1.0E-4","0.001","RB1|H2AB1|H2AC8|H2AC6|SCD|H2AC7|TBL1XR1|KMT2D|TBL1X|ACSL1|KMT2C|PPARGC1A|PEX11A|CIDEC|PAGR1|PLIN4|SCD5|THRSP|DPY30|H2BC26|KDM6A|H2BC17|H2BC1|CDK5|PPARGC1B|ELOVL5|SIRT1|PLIN2|NCOA3|MED16|MED17|MGLL|MED14|MED13|MED10|DGAT2|MED27|NCOA2|PLIN1|MED20|LPIN1|MED4|MED7|CD36|WDR5|AJUBA|CDK8|CCNC|PAXIP1|H2BC21|ABL1|PHLDA1|CREBBP|NCOA6|H2AJ|H3-3B|CEBPA|ACSS3|AGPAT2|HDAC3|MED12|H2BC3|RXRA|MED1|PNPLA2|MED6|EP300|MED23|MED30|MED31|H3C15|H2BC13|H2BC14|H2BC15|H2BC11|NCOA4|RBBP5|MED24|NCOA1|H2AC19|H2AX|ANGPTL4|H2AC14|NCOR1|H2BC12|H2AC20|LIPE|H2BC12L|ASH2L|H4C9|ADIPOQ|H3C8|H2AZ2|GPS2|H2BC9|H2BC8|FABP4|H2BC5|GPAM|LPL|PDK4|NCOR2","Epigenetic regulation of gene expression by MLL3 and MLL4 complexes","102","ENR","EPIGENETIC REGULATION OF GENE EXPRESSION BY MLL3 AND MLL4 COMPLEXES%REACTOME%R-HSA-9818564.1","2.2643","0.0","EPIGENETIC REGULATION OF GENE EXPRESSION BY MLL3 AND MLL4 COMPLEXES%REACTOME%R-HSA-9818564.1","false","EPIGENETIC REGULATION OF GENE EXPRESSION BY MLL3 AND MLL4 COMPLEXES%REACTOME%R-HSA-9818564.1"
"4","2.886056647693163","2.886056647693163","2.886056647693163","1.0","1","0.7097","0.0043","0.212","GFI1|INSIG1|FGF19|CES1|STAR|EGR1|MAPK1|NFKB1|BMP5|BMP6|KPNB1|FSHB|AQP8|CLCN2|NR1H4|ERLIN2|NR5A1|APOE|ABCG1|CYP7A1|FANCD2OS|CGA|CHLSN|GPR146|FGF1|H6PD|GPRC6A|SCAP|ADM|REST|PAQR3|BGLAP|FGFR4|DKKL1|SIRT1|SREBF1|WNT4|SNAI2|PRKAA1|ERLIN1|DGKQ|PRKACA|DKK3|BMP2|MBTPS1|MBTPS2|PROX1|NR1D1|NR5A2|ASAH1|SEC14L2|TNF|AKR1C3|MARCHF6|GNAI1|STARD4|SREBF2|NR0B1|IFNG|SNAI1|LPCAT3","regulation of steroid biosynthetic process","61","ENR","REGULATION OF STEROID BIOSYNTHETIC PROCESS%GOBP%GO:0050810","2.0653","0.0","REGULATION OF STEROID BIOSYNTHETIC PROCESS%GOBP%GO:0050810","false","REGULATION OF STEROID BIOSYNTHETIC PROCESS%GOBP%GO:0050810"
"3","2.886056647693163","-2.886056647693163","2.886056647693163","-1.0","1","-0.5824","0.0015","0.013","NDUFC1|NDUFS8|NDUFS6|NDUFS4|NDUFV1|NDUFS1|COX6A1|NDUFV3|UQCC3|NDUFB8|NDUFB6|SDHB|NDUFB5|NDUFB4|MT-CO1|NDUFB3|NDUFA1|NDUFB2|SDHD|MT-ND4L|NDUFB1|UQCRC1|NDUFAF1|COX6A2|SDHA|MT-CYB|COX5A|SDHAF2|NDUFS2|NDUFA9|NDUFA7|NDUFA6|NDUFA4|NDUFS5|NDUFB9|NDUFA3|NDUFA2|CYC1|MT-CO3|UQCRFS1P1|COX6B1|UQCRQ|COX4I2|COX7B|COX8A|UQCRC2|UQCRB|NDUFS3|COX7A2|NDUFS7|NDUFB7|UQCRH|UQCR11|UQCR10|NDUFV2|SDHC|NDUFA8|UQCRHL|MT-ND6|CYCS|NDUFA5|MT-ND4|MT-CO2|MT-ND5|COX4I1|NDUFA12|NDUFA10|MT-ND2|COX7C|MT-ND3|MT-ND1|COX5B|UQCRFS1|NDUFAB1|COX6C|NDUFB10|NDUFC2","ATP synthesis coupled electron transport","77","ENR","ATP SYNTHESIS COUPLED ELECTRON TRANSPORT%GOBP%GO:0042773","-2.1915","0.0","ATP SYNTHESIS COUPLED ELECTRON TRANSPORT%GOBP%GO:0042773","false","ATP SYNTHESIS COUPLED ELECTRON TRANSPORT%GOBP%GO:0042773"
"32","2.886056647693163","2.886056647693163","2.886056647693163","1.0","1","0.6771","0.0243","0.986","UHMK1|TGFBR1|HIPK2|STK39|PRKX|ROCK1|MAPK8|TNKS|SRPK2|AURKA|RIPK1|SMG1|MAP3K10|RPS6KB1|PCK1|BRSK1|AKT1|PIKFYVE|PDK3|PRKDC|MAP2K2|CDK2|MORC3|TBK1|LMTK2|HIPK3|TTBK2|IKBKB|GSK3B|TLK2|NTMT1|MAP4K1|ATM|ULK1|NEK6|CDK5R1|MBOAT4|PRKCD|TNNI3K|STK4","peptidyl-serine modification","40","ENR","PEPTIDYL-SERINE MODIFICATION%GOBP%GO:0018209","1.8907","0.0","PEPTIDYL-SERINE MODIFICATION%GOBP%GO:0018209","false","PEPTIDYL-SERINE MODIFICATION%GOBP%GO:0018209"
,"2.886056647693163","2.886056647693163","2.886056647693163","1.0","1","0.5991","0.0254","0.988","VDAC2|SFXN3|VDAC1|STARD3|TMEM14A|BCL2L1|SLC25A5|ZNF205|MUL1|ABCB10|HIP1R|SLC25A4|SLC35F6|SLC25A6|ATF2|CPT1A|CAMK2A|MPV17L|SFXN4|HSP90AA1|THEM4|SLC25A20|BAD|NAIF1|SLC25A39|SLC25A40|SFXN5|ALKBH7|SLC25A38|MTX2|RTL10|BAK1|SLC25A15|GSK3B|SLC25A29|BOK|MPC1|LRRK2|CPT1B|SFXN1|FZD9|ARHGAP11B|UCP3|GSK3A|HSPA1A|MTRNR2L5|ACAA2|RHOT2|CPT2|BNIP3|UCP1|SLC25A2|SLC25A13|VPS35|PPIF|SLC25A24|MPC2|BLOC1S2|MPC1L|SFXN2|RHOT1|STPG1|PRKN|UCP2|TMEM102|BNIP3L|SLC25A16|BCL2|PINK1|FLVCR1|PMAIP1|SPG7|SLC25A31","mitochondrial transport","73","ENR","MITOCHONDRIAL TRANSPORT%GOBP%GO:0006839","1.8866","0.0","MITOCHONDRIAL TRANSPORT%GOBP%GO:0006839","false","MITOCHONDRIAL TRANSPORT%GOBP%GO:0006839"
"23","2.4814860601221125","2.4814860601221125","2.4814860601221125","0.9967","1","0.7215","0.0495","1.0","SEC61A2|SEC63|SEC62|SRP14|ZFAND2B|ARL6IP1|SSR1|SIL1|SEC61A1|TRAM1|SRP19|SRP54|SRP9|SEC61B|SSR2|SRPRA|SRPRB|SRP72|SRP68","cotranslational protein targeting to membrane","19","ENR","COTRANSLATIONAL PROTEIN TARGETING TO MEMBRANE%GOBP%GO:0006613","1.804","0.0033","COTRANSLATIONAL PROTEIN TARGETING TO MEMBRANE%GOBP%GO:0006613","false","COTRANSLATIONAL PROTEIN TARGETING TO MEMBRANE%GOBP%GO:0006613"
"1","2.886056647693163","2.886056647693163","2.886056647693163","1.0","1","0.7843","0.007","0.41","FDFT1|ACAT2|FDPS|NSDHL|MSMO1|SOAT1|CYP51A1|LSS|GGPS1|TM7SF2|LIPA|DHCR24|SC5D|EBP|MVD|HSD17B7|MVK|HMGCR|SQLE|PMVK|IDI1","Pravastatin Action Pathway","21","ENR","PRAVASTATIN ACTION PATHWAY%SMPDB%SMP0000089","2.0215","0.0","PRAVASTATIN ACTION PATHWAY%SMPDB%SMP0000089","false","PRAVASTATIN ACTION PATHWAY%SMPDB%SMP0000089"
"21","2.4814860601221125","2.4814860601221125","2.4814860601221125","0.9967","1","0.7777","0.0182","0.938","TMEM129|NPLOC4|UFD1|VCP|SEL1L|RHBDD1|HM13|FAF2|HERPUD1|DERL2|ERLEC1|SEC61B|SYVN1|SELENOS|HSP90B1|AUP1|DERL1|OS9|AFG2B","retrograde protein transport, ER to cytosol","19","ENR","RETROGRADE PROTEIN TRANSPORT, ER TO CYTOSOL%GOBP%GO:0030970","1.9211","0.0033","RETROGRADE PROTEIN TRANSPORT, ER TO CYTOSOL%GOBP%GO:0030970","false","RETROGRADE PROTEIN TRANSPORT, ER TO CYTOSOL%GOBP%GO:0030970"
"1","2.886056647693163","2.886056647693163","2.886056647693163","1.0","1","0.7843","0.0088","0.518","FDFT1|ACAT2|FDPS|NSDHL|MSMO1|SOAT1|CYP51A1|LSS|GGPS1|TM7SF2|LIPA|DHCR24|SC5D|EBP|MVD|HSD17B7|MVK|HMGCR|SQLE|PMVK|IDI1","Smith-Lemli-Opitz Syndrome (SLOS)","21","ENR","SMITH-LEMLI-OPITZ SYNDROME (SLOS)%PATHWHIZ%PW000095","2.0056","0.0","SMITH-LEMLI-OPITZ SYNDROME (SLOS)%PATHWHIZ%PW000095","false","SMITH-LEMLI-OPITZ SYNDROME (SLOS)%PATHWHIZ%PW000095"
,"2.886056647693163","2.886056647693163","2.886056647693163","1.0","1","0.7602","4.0E-4","0.007","ACSL3|FDFT1|STEAP3|SLC38A1|HEL-S-102|POR|SLC39A14|ACSL1|FTH1|ACSL5|VDAC3|GPX4|GCLC|SLC3A2|ALOX15|SLC11A2|CYBB|BACH1|PRNP|DKFZP762B153|SLC39A8|SLC40A1|DPP4|ACSL6|HMOX1|FACL4|TFRC|CISD1|CP|CTH|COQ2|PHKG2|CBS|CHMP6|ATG5|MAP1LC3A|MAP1LC3C|PCBP1|SAT2|SLC7A11|AKR1C2|IREB2|AIFM2|GCLM|AKR1C1|CHMP5|FTMT|HMGCR|TF|HEL-S-64P|LPCAT3|NOX4|FTL","Ferroptosis","53","ENR","FERROPTOSIS%WIKIPATHWAYS_20250810%WP4313%HOMO SAPIENS","2.2195","0.0","FERROPTOSIS%WIKIPATHWAYS_20250810%WP4313%HOMO SAPIENS","false","FERROPTOSIS%WIKIPATHWAYS_20250810%WP4313%HOMO SAPIENS"
"9","2.886056647693163","2.886056647693163","2.886056647693163","1.0","1","0.848","0.0087","0.503","RELCH|TPCN2|CES1|STAR|VPS4A|LDLR|TSPO2|ABCG1|PIP4K2A|ABCA1|NPC2|OSBP|OSBPL2|STARD4|LDLRAP1|SYT7|NPC1|SERAC1|ARL8B","intracellular cholesterol transport","19","ENR","INTRACELLULAR CHOLESTEROL TRANSPORT%GOBP%GO:0032367","2.0082","0.0","INTRACELLULAR CHOLESTEROL TRANSPORT%GOBP%GO:0032367","false","INTRACELLULAR CHOLESTEROL TRANSPORT%GOBP%GO:0032367"
"22","2.5228787452803374","2.5228787452803374","2.5228787452803374","0.997","1","0.6917","0.0396","1.0","IL6|SCARB1|IKBKE|VSTM2A|PLIN5|PTPN2|CES1|SIRT1|PLIN3|PLIN2|PPARA|PPARD|ABCA1|EHD1|C3|NFKB1|ABHD5|ITGB3|NFKBIA|NR1H2|NR1H3|FBXW7|ITGAV|CRP|ALKBH7|TNF|ABCG1|APOB|PLA2G10|TTC39B|TREM2|MSR1|ZC3H12A|FTO|SREBF2|PPARG|HILPDA|LPL","regulation of lipid storage","38","ENR","REGULATION OF LIPID STORAGE%GOBP%GO:0010883","1.8357","0.003","REGULATION OF LIPID STORAGE%GOBP%GO:0010883","false","REGULATION OF LIPID STORAGE%GOBP%GO:0010883"
,"2.886056647693163","2.886056647693163","2.886056647693163","1.0","1","0.8287","7.0E-4","0.019","PDPK1|UCP1|SLC27A1|CYP27A1|SLC27A4|ANGPTL4|AQP7|CYP4A11|SCD|APOA5|CPT1C|ACOX1|APOC3|EHHADH|SLC27A5|ACSL1|PCK1|NR1H3|PLIN1|RXRA|RXRB|OLR1|UBC|FABP1|CD36|CYP7A1|RXRG|NR1C2|PCK2|FADS2|ME1|PLTP|APOA2|CYP8B1|PPARG|NR1C1|FABP4|HEL-S-28|DBI|LPL|CPT2","PPAR signaling","41","ENR","PPAR SIGNALING%WIKIPATHWAYS_20250810%WP3942%HOMO SAPIENS","2.1719","0.0","PPAR SIGNALING%WIKIPATHWAYS_20250810%WP3942%HOMO SAPIENS","false","PPAR SIGNALING%WIKIPATHWAYS_20250810%WP3942%HOMO SAPIENS"
"17","2.886056647693163","2.886056647693163","2.886056647693163","1.0","1","0.7461","0.0348","0.997","MAN1A2|AMFR|OGA|MAN1B1|MARCHF6|MAN1C1|EDEM2|RNF185|RNF139|UGGT1|UGGT2|MAN1A1|AGA|EDEM3|RNF103|TRIM13|EDEM1|RNF5|SYVN1","protein deglycosylation","19","ENR","PROTEIN DEGLYCOSYLATION%GOBP%GO:0006517","1.8529","0.0","PROTEIN DEGLYCOSYLATION%GOBP%GO:0006517","false","PROTEIN DEGLYCOSYLATION%GOBP%GO:0006517"
"31","2.886056647693163","2.886056647693163","2.886056647693163","1.0","1","0.6686","0.0098","0.591","ZIC2|BHLHB2|AMIGO2|KTN1|NFKB2|FGD4|FGFBP1|RXRA|ANKRD1|BIRC3|STOM|POU5F1|EDN2|NR1I3|PDE4B|MFGE8|NR1I2|B3GNT5|GADD45B|DNAJC15|BIRC2|PTGS2|PPP1R14C|ANGPTL4|CCL2|CDC42EP3|SNAI2|CCL20|CPEB4|SLC19A2|EPB41L4B|ENC1|PMP2|SCNN1A|JUN|RGS2|GPR153|ALOX5AP|SERTAD2|ARL5B|NAV3|ADGRF4|PLK2|PRRG4|TNFAIP3|ACKR3|SLC26A2|S100P|SPRY1|ABHD2|MGAM|DNER|TNS4|TSC22D3|SRGN|TGFBR3|PTGES3|IL11|CAVIN2|NR3C1|CDKN1C|THBD","Glucocorticoid receptor pathway","62","ENR","GLUCOCORTICOID RECEPTOR PATHWAY%WIKIPATHWAYS_20250810%WP2880%HOMO SAPIENS","1.9928","0.0","GLUCOCORTICOID RECEPTOR PATHWAY%WIKIPATHWAYS_20250810%WP2880%HOMO SAPIENS","false","GLUCOCORTICOID RECEPTOR PATHWAY%WIKIPATHWAYS_20250810%WP2880%HOMO SAPIENS"
